province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường La Khê,09551,Phường, 2.9 , 13.7 ," 39,405 "," 11,020 "," 11,631 "," 11,830 "," 4,924 "," 10,806 ",10772
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Phú La,09552,Phường, 1.8 , 13.5 ," 24,038 "," 6,700 "," 6,974 "," 7,602 "," 2,762 "," 6,486 ",6482
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Phúc La,09553,Phường, 1.4 , 23.4 ," 32,173 "," 9,473 "," 9,093 "," 9,278 "," 4,329 "," 8,940 ",8894
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Hà Cầu,09556,Phường, 1.4 , 15.7 ," 22,439 "," 6,165 "," 6,532 "," 6,527 "," 3,215 "," 6,096 ",6041
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Yên Nghĩa,09562,Phường, 7.7 , 4.0 ," 30,824 "," 9,270 "," 9,161 "," 9,341 "," 3,052 "," 8,205 ",8151
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Kiến Hưng,09565,Phường, 4.3 , 8.1 ," 34,375 "," 10,523 "," 9,849 "," 10,215 "," 3,788 "," 9,416 ",9402
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Phú Lãm,09568,Phường, 2.7 , 5.8 ," 15,608 "," 4,606 "," 4,538 "," 4,752 "," 1,712 "," 4,314 ",4309
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Phú Lương,09571,Phường, 6.9 , 3.9 ," 26,888 "," 7,891 "," 7,496 "," 8,221 "," 3,280 "," 7,187 ",7172
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Dương Nội,09886,Phường, 6.0 , 5.4 ," 32,265 "," 9,255 "," 9,459 "," 9,938 "," 3,613 "," 8,252 ",8238
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Đồng Mai,10117,Phường, 6.4 , 2.5 ," 16,367 "," 4,396 "," 4,425 "," 5,015 "," 2,531 "," 3,866 ",3844
Thành phố Hà Nội,01,Quận Hà Đông,268,Phường Biên Giang,10123,Phường, 2.7 , 3.1 ," 8,352 "," 2,312 "," 2,295 "," 2,556 "," 1,189 "," 1,999 ",1991
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Lê Lợi,09574,Phường, 0.9 , 9.2 ," 7,974 "," 1,701 "," 2,025 "," 2,263 "," 1,985 "," 2,221 ",2219
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Phú Thịnh,09577,Phường, 2.7 , 3.1 ," 8,380 "," 2,090 "," 2,306 "," 2,503 "," 1,481 "," 2,202 ",2194
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Ngô Quyền,09580,Phường, 0.3 , 16.2 ," 5,551 "," 1,250 "," 1,381 "," 1,544 "," 1,376 "," 1,599 ",1599
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Quang Trung,09583,Phường, 0.7 , 11.1 ," 8,235 "," 1,801 "," 2,092 "," 2,408 "," 1,934 "," 2,217 ",2188
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Sơn Lộc,09586,Phường, 1.2 , 8.2 ," 9,732 "," 1,982 "," 2,385 "," 3,604 "," 1,761 "," 2,192 ",2177
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Xuân Khanh,09589,Phường, 4.3 , 2.3 ," 10,037 "," 2,280 "," 2,554 "," 3,306 "," 1,897 "," 2,577 ",2545
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Đường Lâm,09592,Xã, 2.9 , 3.6 ," 10,559 "," 2,634 "," 2,784 "," 3,031 "," 2,110 "," 2,621 ",2599
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Viên Sơn,09595,Phường, 5.5 , 1.3 ," 7,267 "," 1,802 "," 1,931 "," 2,251 "," 1,283 "," 1,915 ",1914
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Xuân Sơn,09598,Xã, 3.6 , 2.5 ," 8,769 "," 2,185 "," 2,179 "," 2,922 "," 1,483 "," 2,420 ",2412
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Trung Hưng,09601,Phường, 8.0 , 1.4 ," 10,735 "," 2,381 "," 3,244 "," 3,368 "," 1,742 "," 2,519 ",2517
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Thanh Mỹ,09604,Xã, 14.3 , 0.8 ," 11,145 "," 2,914 "," 2,921 "," 3,324 "," 1,986 "," 2,857 ",2854
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Phường Trung Sơn Trầm,09607,Phường, 10.9 , 0.8 ," 9,045 "," 2,133 "," 2,560 "," 3,007 "," 1,345 "," 2,198 ",2191
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Kim Sơn,09610,Xã, 15.7 , 0.4 ," 6,696 "," 1,859 "," 1,797 "," 1,936 "," 1,104 "," 1,983 ",1972
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Sơn Đông,09613,Xã, 20.5 , 0.7 ," 14,950 "," 3,842 "," 4,210 "," 4,613 "," 2,285 "," 3,896 ",3869
Thành phố Hà Nội,01,Thị xã Sơn Tây,269,Xã Cổ Đông,09616,Xã, 26.0 , 0.6 ," 16,781 "," 4,724 "," 4,798 "," 4,923 "," 2,336 "," 4,422 ",4400
Thành phố Hà Nội,01,Huyện Ba Vì,271,Thị trấn Tây Đằng,09619,Thị trấn, 12.1 , 1.3 ," 15,582 "," 4,346 "," 3,999 "," 4,569 "," 2,668 "," 3,858 ",3813
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Cường,09625,Xã, 9.3 , 0.6 ," 5,268 "," 1,154 "," 1,293 "," 1,569 "," 1,252 "," 1,543 ",1532
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Cổ Đô,09628,Xã, 8.6 , 1.0 ," 8,211 "," 1,767 "," 2,142 "," 2,617 "," 1,685 "," 2,067 ",2057
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tản Hồng,09631,Xã, 8.9 , 1.4 ," 12,417 "," 2,790 "," 3,182 "," 3,694 "," 2,751 "," 3,303 ",3278
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Vạn Thắng,09634,Xã, 10.0 , 1.5 ," 15,446 "," 4,388 "," 4,008 "," 4,685 "," 2,365 "," 4,047 ",4003
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Châu Sơn,09637,Xã, 3.6 , 1.3 ," 4,661 "," 1,061 "," 1,223 "," 1,458 ", 919 ," 1,259 ",1252
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phong Vân,09640,Xã, 4.8 , 1.4 ," 6,887 "," 1,616 "," 1,847 "," 2,087 "," 1,337 "," 1,831 ",1812
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Đông,09643,Xã, 3.6 , 1.4 ," 5,109 "," 1,302 "," 1,311 "," 1,522 ", 974 ," 1,349 ",1341
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Phương,09646,Xã, 4.4 , 1.4 ," 5,901 "," 1,295 "," 1,536 "," 1,848 "," 1,222 "," 1,509 ",1505
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Châu,09649,Xã, 9.9 , 1.1 ," 10,938 "," 2,603 "," 2,797 "," 3,431 "," 2,107 "," 2,829 ",2820
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thái Hòa,09652,Xã, 5.6 , 1.6 ," 8,855 "," 2,222 "," 2,360 "," 2,709 "," 1,564 "," 2,302 ",2276
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Đồng Thái,09655,Xã, 8.2 , 1.5 ," 12,609 "," 3,560 "," 3,335 "," 3,833 "," 1,881 "," 2,870 ",2836
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Phú Sơn,09658,Xã, 13.7 , 0.7 ," 9,769 "," 2,414 "," 2,653 "," 3,113 "," 1,589 "," 2,457 ",2448
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Minh Châu,09661,Xã, 5.6 , 1.0 ," 5,873 "," 1,585 "," 1,533 "," 1,704 "," 1,051 "," 1,262 ",1251
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Vật Lại,09664,Xã, 14.4 , 1.0 ," 13,932 "," 4,066 "," 3,658 "," 4,172 "," 2,036 "," 2,969 ",2945
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Chu Minh,09667,Xã, 5.1 , 1.6 ," 7,940 "," 2,125 "," 2,043 "," 2,386 "," 1,386 "," 1,756 ",1746
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tòng Bạt,09670,Xã, 8.2 , 1.2 ," 10,048 "," 2,419 "," 2,673 "," 3,113 "," 1,843 "," 2,235 ",2208
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Cẩm Lĩnh,09673,Xã, 26.6 , 0.4 ," 11,809 "," 3,295 "," 3,006 "," 3,465 "," 2,043 "," 3,156 ",3136
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Sơn Đà,09676,Xã, 12.1 , 0.8 ," 9,289 "," 2,129 "," 2,503 "," 2,887 "," 1,770 "," 2,196 ",2186
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Đông Quang,09679,Xã, 3.8 , 1.4 ," 5,186 "," 1,348 "," 1,339 "," 1,582 ", 917 ," 1,242 ",1230
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tiên Phong,09682,Xã, 8.8 , 0.9 ," 8,103 "," 2,141 "," 2,149 "," 2,472 "," 1,341 "," 2,182 ",2175
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thụy An,09685,Xã, 16.5 , 0.6 ," 9,671 "," 2,575 "," 2,517 "," 2,996 "," 1,583 "," 2,217 ",2199
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Cam Thượng,09688,Xã, 8.3 , 0.9 ," 7,312 "," 1,868 "," 1,914 "," 2,165 "," 1,365 "," 1,787 ",1759
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Thuần Mỹ,09691,Xã, 12.4 , 0.5 ," 6,139 "," 1,337 "," 1,699 "," 1,999 "," 1,104 "," 1,439 ",1439
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Tản Lĩnh,09694,Xã, 27.7 , 0.6 ," 15,269 "," 3,994 "," 4,133 "," 4,555 "," 2,587 "," 3,925 ",3913
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Ba Trại,09697,Xã, 20.2 , 0.7 ," 14,558 "," 3,787 "," 4,041 "," 4,433 "," 2,297 "," 3,446 ",3407
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Minh Quang,09700,Xã, 27.9 , 0.5 ," 12,635 "," 2,899 "," 3,499 "," 4,054 "," 2,183 "," 3,057 ",3054
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Ba Vì,09703,Xã, 25.4 , 0.1 ," 2,279 ", 561 , 659 , 814 , 245 , 522 ,522
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Vân Hòa,09706,Xã, 32.9 , 0.4 ," 11,618 "," 2,985 "," 3,220 "," 3,769 "," 1,644 "," 2,998 ",2980
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Yên Bài,09709,Xã, 35.4 , 0.2 ," 8,846 "," 2,213 "," 2,316 "," 3,238 "," 1,079 "," 1,975 ",1972
Thành phố Hà Nội,01,Huyện Ba Vì,271,Xã Khánh Thượng,09712,Xã, 28.8 , 0.3 ," 8,420 "," 1,986 "," 2,356 "," 2,765 "," 1,313 "," 1,999 ",1992
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Thị trấn Phúc Thọ,09715,Thị trấn, 3.7 , 2.3 ," 8,720 "," 2,251 "," 2,376 "," 2,602 "," 1,491 "," 2,248 ",2210
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Hà,09718,Xã, 5.2 , 0.4 ," 2,118 ", 540 , 549 , 647 , 382 , 494 ,489
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Phúc,09721,Xã, 6.3 , 1.0 ," 6,314 "," 1,534 "," 1,675 "," 1,849 "," 1,256 "," 1,624 ",1605
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Vân Nam,09724,Xã, 5.2 , 1.2 ," 6,495 "," 1,484 "," 1,699 "," 1,945 "," 1,367 "," 1,640 ",1630
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Xuân Phú,09727,Xã, 4.9 , 1.2 ," 5,732 "," 1,392 "," 1,434 "," 1,697 "," 1,209 "," 1,533 ",1529
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Phương Độ,09730,Xã, 4.3 , 0.4 ," 1,710 ", 470 , 412 , 458 , 370 , 442 ,440
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Sen Chiểu,09733,Xã, 2.3 , 4.3 ," 10,042 "," 2,595 "," 2,633 "," 3,083 "," 1,731 "," 2,763 ",2737
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Cẩm Đình,09736,Xã, 5.6 , 0.6 ," 3,080 ", 733 , 791 , 857 , 699 , 885 ,883
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Võng Xuyên,09739,Xã, 7.5 , 2.3 ," 17,082 "," 4,302 "," 4,621 "," 5,333 "," 2,826 "," 4,232 ",4211
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thọ Lộc,09742,Xã, 6.8 , 1.3 ," 8,804 "," 1,986 "," 2,752 "," 2,717 "," 1,349 "," 2,008 ",1993
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Long Xuyên,09745,Xã, 3.3 , 2.6 ," 8,366 "," 2,170 "," 2,141 "," 2,475 "," 1,580 "," 2,310 ",2283
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thượng Cốc,09748,Xã, 4.4 , 1.3 ," 5,477 "," 1,302 "," 1,471 "," 1,750 ", 954 ," 1,270 ",1269
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Hát Môn,09751,Xã, 3.8 , 2.0 ," 7,470 "," 1,932 "," 1,892 "," 2,113 "," 1,533 "," 1,893 ",1887
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tích Giang,09754,Xã, 6.2 , 1.4 ," 8,600 "," 1,992 "," 2,261 "," 2,551 "," 1,796 "," 2,284 ",2260
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Thanh Đa,09757,Xã, 4.2 , 1.8 ," 7,280 "," 1,775 "," 1,982 "," 2,265 "," 1,258 "," 1,840 ",1811
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Trạch Mỹ Lộc,09760,Xã, 6.6 , 1.1 ," 7,143 "," 1,816 "," 1,856 "," 2,190 "," 1,281 "," 1,794 ",1789
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Phúc Hòa,09763,Xã, 4.5 , 1.5 ," 6,856 "," 1,630 "," 1,867 "," 2,140 "," 1,219 "," 1,797 ",1794
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Ngọc Tảo,09766,Xã, 5.5 , 1.6 ," 8,601 "," 2,182 "," 2,244 "," 2,557 "," 1,618 "," 2,267 ",2247
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Phụng Thượng,09769,Xã, 4.9 , 2.9 ," 14,099 "," 3,196 "," 4,026 "," 4,448 "," 2,429 "," 3,901 ",3876
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tam Thuấn,09772,Xã, 6.3 , 1.1 ," 6,578 "," 1,663 "," 1,760 "," 2,015 "," 1,140 "," 1,674 ",1658
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Tam Hiệp,09775,Xã, 5.6 , 2.2 ," 12,306 "," 3,371 "," 3,295 "," 3,608 "," 2,032 "," 3,204 ",3166
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Hiệp Thuận,09778,Xã, 7.4 , 1.4 ," 10,673 "," 2,567 "," 2,939 "," 3,398 "," 1,769 "," 2,766 ",2722
Thành phố Hà Nội,01,Huyện Phúc Thọ,272,Xã Liên Hiệp,09781,Xã, 4.3 , 2.5 ," 10,478 "," 2,680 "," 2,877 "," 3,310 "," 1,611 "," 2,570 ",2541
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Thị trấn Phùng,09784,Thị trấn, 2.6 , 4.0 ," 10,605 "," 2,485 "," 2,990 "," 3,184 "," 1,946 "," 2,646 ",2619
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Trung Châu,09787,Xã, 8.1 , 1.1 ," 8,959 "," 2,312 "," 2,434 "," 2,738 "," 1,475 "," 2,061 ",2011
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thọ An,09790,Xã, 5.6 , 2.1 ," 11,558 "," 2,904 "," 3,192 "," 3,579 "," 1,883 "," 2,609 ",2566
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thọ Xuân,09793,Xã, 4.5 , 2.4 ," 10,570 "," 2,553 "," 2,960 "," 3,321 "," 1,736 "," 2,430 ",2377
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Hồng Hà,09796,Xã, 9.9 , 1.3 ," 12,525 "," 3,033 "," 3,402 "," 3,957 "," 2,133 "," 3,056 ",3022
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Hồng,09799,Xã, 5.3 , 1.5 ," 7,918 "," 2,035 "," 2,122 "," 2,374 "," 1,387 "," 2,190 ",2173
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Hà,09802,Xã, 3.5 , 2.6 ," 8,951 "," 2,382 "," 2,505 "," 2,732 "," 1,332 "," 2,208 ",2156
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Hạ Mỗ,09805,Xã, 3.8 , 2.3 ," 8,777 "," 2,089 "," 2,431 "," 2,649 "," 1,608 "," 2,375 ",2331
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Liên Trung,09808,Xã, 4.6 , 1.7 ," 8,100 "," 2,085 "," 2,173 "," 2,489 "," 1,353 "," 2,150 ",2090
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Phương Đình,09811,Xã, 6.3 , 2.0 ," 12,707 "," 2,995 "," 3,510 "," 4,041 "," 2,161 "," 2,932 ",2884
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Thượng Mỗ,09814,Xã, 3.5 , 2.6 ," 9,319 "," 2,414 "," 2,655 "," 2,900 "," 1,350 "," 2,189 ",2134
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Tân Hội,09817,Xã, 5.5 , 3.5 ," 19,164 "," 4,249 "," 5,398 "," 6,116 "," 3,401 "," 5,478 ",5438
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Tân Lập,09820,Xã, 5.7 , 4.0 ," 22,711 "," 6,013 "," 6,450 "," 6,896 "," 3,352 "," 6,604 ",6526
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Đan Phượng,09823,Xã, 3.8 , 2.4 ," 9,224 "," 2,226 "," 2,505 "," 2,803 "," 1,690 "," 2,486 ",2482
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Đồng Tháp,09826,Xã, 2.8 , 3.0 ," 8,313 "," 2,044 "," 2,247 "," 2,597 "," 1,425 "," 1,966 ",1870
Thành phố Hà Nội,01,Huyện Đan Phượng,273,Xã Song Phượng,09829,Xã, 2.6 , 2.0 ," 5,100 "," 1,271 "," 1,433 "," 1,483 ", 913 ," 1,246 ",1224
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Thị trấn Trạm Trôi,09832,Thị trấn, 1.2 , 5.1 ," 6,217 "," 1,610 "," 1,789 "," 1,864 ", 954 ," 1,565 ",1533
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đức Thượng,09835,Xã, 5.1 , 2.9 ," 14,884 "," 4,020 "," 4,227 "," 4,602 "," 2,035 "," 3,820 ",3771
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Minh Khai,09838,Xã, 1.9 , 3.2 ," 6,120 "," 1,497 "," 1,718 "," 1,894 "," 1,011 "," 1,461 ",1418
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Dương Liễu,09841,Xã, 4.3 , 3.1 ," 13,339 "," 3,186 "," 3,657 "," 4,138 "," 2,358 "," 3,143 ",3081
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Di Trạch,09844,Xã, 2.8 , 3.8 ," 10,618 "," 2,700 "," 2,874 "," 3,695 "," 1,349 "," 3,204 ",3179
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đức Giang,09847,Xã, 3.3 , 3.9 ," 12,824 "," 3,202 "," 3,622 "," 4,062 "," 1,938 "," 3,417 ",3393
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Cát Quế,09850,Xã, 4.3 , 4.1 ," 17,356 "," 4,390 "," 4,927 "," 5,675 "," 2,364 "," 4,084 ",4035
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Kim Chung,09853,Xã, 3.9 , 4.3 ," 16,677 "," 4,667 "," 4,859 "," 5,057 "," 2,094 "," 4,338 ",4319
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Yên Sở,09856,Xã, 5.0 , 2.2 ," 11,063 "," 2,539 "," 2,994 "," 3,321 "," 2,209 "," 2,839 ",2796
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Sơn Đồng,09859,Xã, 3.5 , 2.9 ," 10,141 "," 2,712 "," 2,742 "," 3,129 "," 1,558 "," 2,663 ",2590
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Vân Canh,09862,Xã, 4.5 , 3.2 ," 14,235 "," 4,098 "," 3,886 "," 4,226 "," 2,025 "," 3,595 ",3581
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đắc Sở,09865,Xã, 2.0 , 2.4 ," 4,868 "," 1,263 "," 1,338 "," 1,473 ", 794 ," 1,271 ",1253
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Lại Yên,09868,Xã, 3.4 , 2.3 ," 7,718 "," 2,079 "," 2,041 "," 2,273 "," 1,325 "," 2,196 ",2190
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Tiền Yên,09871,Xã, 3.1 , 2.3 ," 6,993 "," 1,732 "," 1,962 "," 2,234 "," 1,065 "," 2,000 ",1960
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Song Phương,09874,Xã, 5.7 , 2.3 ," 13,340 "," 3,403 "," 3,761 "," 4,157 "," 2,019 "," 3,341 ",3264
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã An Khánh,09877,Xã, 8.5 , 4.8 ," 41,011 "," 11,965 "," 12,061 "," 12,855 "," 4,130 "," 11,437 ",11388
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã An Thượng,09880,Xã, 7.8 , 2.1 ," 16,838 "," 4,775 "," 4,520 "," 5,145 "," 2,398 "," 4,362 ",4327
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Vân Côn,09883,Xã, 6.7 , 2.1 ," 14,115 "," 3,927 "," 3,959 "," 4,424 "," 1,805 "," 3,670 ",3644
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã La Phù,09889,Xã, 3.5 , 3.4 ," 11,863 "," 3,055 "," 3,339 "," 3,757 "," 1,712 "," 3,231 ",3228
Thành phố Hà Nội,01,Huyện Hoài Đức,274,Xã Đông La,09892,Xã, 4.5 , 2.8 ," 12,758 "," 3,702 "," 3,444 "," 3,807 "," 1,805 "," 3,306 ",3267
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đông Xuân,04939,Xã, 10.1 , 0.5 ," 5,444 "," 1,361 "," 1,585 "," 1,868 ", 630 ," 1,279 ",1279
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Thị trấn Quốc Oai,09895,Thị trấn, 2.7 , 5.5 ," 14,491 "," 3,684 "," 3,944 "," 4,413 "," 2,450 "," 3,588 ",3558
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Sài Sơn,09898,Xã, 4.3 , 4.7 ," 20,161 "," 5,074 "," 5,486 "," 6,047 "," 3,554 "," 5,464 ",5438
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phượng Cách,09901,Xã, 5.1 , 1.3 ," 6,376 "," 1,877 "," 1,697 "," 1,826 ", 976 ," 1,710 ",1700
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Yên Sơn,09904,Xã, 11.0 , 0.7 ," 7,780 "," 2,003 "," 2,094 "," 2,339 "," 1,344 "," 2,079 ",2062
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Ngọc Liệp,09907,Xã, 2.1 , 4.3 ," 9,035 "," 2,262 "," 2,535 "," 2,896 "," 1,342 "," 2,453 ",2442
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Ngọc Mỹ,09910,Xã, 5.6 , 2.2 ," 12,030 "," 3,053 "," 3,228 "," 3,642 "," 2,107 "," 3,156 ",3129
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Liệp Tuyết,09913,Xã, 3.7 , 1.5 ," 5,627 "," 1,408 "," 1,494 "," 1,701 "," 1,024 "," 1,464 ",1457
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Thạch Thán,09916,Xã, 9.9 , 0.7 ," 7,101 "," 1,831 "," 1,953 "," 2,181 "," 1,136 "," 2,047 ",2044
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đồng Quang,09919,Xã, 6.4 , 2.4 ," 15,297 "," 4,111 "," 4,137 "," 4,702 "," 2,347 "," 4,038 ",4014
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phú Cát,09922,Xã, 3.9 , 2.2 ," 8,503 "," 2,284 "," 2,415 "," 2,723 "," 1,081 "," 2,153 ",2145
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Tuyết Nghĩa,09925,Xã, 5.1 , 1.4 ," 7,167 "," 1,854 "," 1,915 "," 2,180 "," 1,218 "," 1,577 ",1566
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Nghĩa Hương,09928,Xã, 12.7 , 0.6 ," 7,286 "," 1,655 "," 2,086 "," 2,238 "," 1,307 "," 2,017 ",1998
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Cộng Hòa,09931,Xã, 18.4 , 0.4 ," 7,483 "," 1,674 "," 2,161 "," 2,461 "," 1,187 "," 1,817 ",1779
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Tân Phú,09934,Xã, 11.2 , 0.5 ," 5,887 "," 1,598 "," 1,609 "," 1,911 ", 769 ," 1,378 ",1374
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Đại Thành,09937,Xã, 9.0 , 0.7 ," 6,606 "," 1,892 "," 1,812 "," 2,021 ", 881 ," 1,642 ",1614
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Phú Mãn,09940,Xã, 4.5 , 0.5 ," 2,332 ", 582 , 695 , 762 , 293 , 596 ,595
Thành phố Hà Nội,01,Huyện Quốc Oai,275,Xã Cấn Hữu,09943,Xã, 3.8 , 2.8 ," 10,650 "," 2,540 "," 2,901 "," 3,283 "," 1,926 "," 3,054 ",3035
